"customer_id","store_code","department_name","qty","value"
10114,"1","MEAT & POULTRY","7","16.41"
10114,"1","PROVISIONS DAIRY","5","6.05"
10114,"1","SOFT BEVERAGES","2","2.98"
10117,"1","BAKERY","4","6.18"
10117,"1","CUISINE DE FRANCE/I","3","2.97"
10117,"1","FROZEN","1","1.32"
10117,"1","FRUIT & VEGETABLES","11","8.54"
10117,"1","GROCERY 1","5","10.56"
10117,"1","GROCERY 2","6","4.72"
10117,"1","GROCERY 3","4","6.40"
10117,"1","MEAT & POULTRY","3","7.17"
10117,"1","NEWSPAPERS & MAGAZI","2","1.15"
10117,"1","PROVISIONS DAIRY","6","6.88"
10117,"1","PROVISIONS PREPARED","1","1.79"
10118,"2","BAKERY","2","2.47"
10118,"2","BEVERAGES","1","13.04"
10118,"2","FRUIT & VEGETABLES","5","4.69"
10118,"2","GROCERY 1","2","2.13"
10118,"2","GROCERY 3","5","3.79"
10118,"2","MEAT & POULTRY","1","3.15"
10118,"2","PROVISIONS DAIRY","2","1.36"
10118,"2","PROVISIONS PREPARED","2","3.00"
10126,"2","BAKERY","1","1.03"
10126,"2","BEVERAGES","2","2.54"
10126,"2","FROZEN","5","6.37"
10126,"2","FRUIT & VEGETABLES","5","4.37"
10126,"2","GROCERY 1","15","16.51"
10126,"2","GROCERY 2","2","3.18"
10126,"2","GROCERY 3","7","7.68"
10126,"2","MEAT & POULTRY","2","4.08"
10126,"2","NEWSPAPERS & MAGAZI","1","2.00"
10126,"2","PROVISIONS DAIRY","4","2.72"
10126,"2","SOFT BEVERAGES","6","3.68"
10151,"1","BAKERY","3","2.83"
10151,"1","CIGARETTES & TOBACC","4","16.56"
10151,"1","CUISINE DE FRANCE/I","1","0.89"
10151,"1","FROZEN","12","23.43"
10151,"1","FRUIT & VEGETABLES","1","1.55"
10151,"1","GROCERY 1","3","6.93"
10151,"1","GROCERY 2","5","4.68"
10151,"1","GROCERY 3","9","7.05"
10151,"1","PROVISIONS DAIRY","1","0.68"
10151,"1","PROVISIONS PREPARED","4","5.20"
10151,"1","STORE EXPENSES","1","0.09"
10152,"1","BAKERY","1","1.09"
10152,"1","CUISINE DE FRANCE/I","1","0.89"
10152,"1","GROCERY 1","1","1.83"
10152,"1","SOFT BEVERAGES","4","2.64"
10159,"2","BAKERY","2","1.94"
10159,"2","GROCERY 2","4","3.18"
10159,"2","GROCERY 3","8","6.26"
10159,"2","MEAT & POULTRY","3","8.47"
10159,"2","NEWSPAPERS & MAGAZI","2","0.78"
10159,"2","PROVISIONS DAIRY","1","0.49"
10159,"2","SOFT BEVERAGES","8","23.09"
10160,"3","CIGARETTES & TOBACC","1","3.61"
10160,"3","CUISINE DE FRANCE/I","1","0.28"
10160,"3","FROZEN","2","2.00"
10160,"3","FRUIT & VEGETABLES","3","3.57"
10160,"3","GROCERY 2","3","1.59"
10160,"3","GROCERY 3","4","1.51"
10160,"3","NATIONAL LOTTERY","1","10.00"
10160,"3","PROVISIONS DAIRY","2","1.36"
10163,"1","GROCERY 1","5","6.48"
10163,"1","NEWSPAPERS & MAGAZI","2","3.69"
10163,"1","PAYPOINT","2","10.00"
10169,"2","BEVERAGES","3","9.35"
10169,"2","CIGARETTES & TOBACC","2","2.62"
10169,"2","FRUIT & VEGETABLES","3","2.52"
10169,"2","GROCERY 2","1","0.99"
10169,"2","GROCERY 3","1","0.43"
10169,"2","PROVISIONS DAIRY","2","0.77"
10169,"2","PROVISIONS PREPARED","1","0.69"
10171,"2","BAKERY","6","5.26"
10171,"2","CONCESSION BAKERY","2","3.34"
10171,"2","DELICATESSEN","2","4.14"
10171,"2","FROZEN","1","1.49"
10171,"2","FRUIT & VEGETABLES","5","5.49"
10171,"2","GROCERY 3","10","9.47"
10171,"2","MEAT & POULTRY","4","6.66"
10171,"2","PROVISIONS DAIRY","2","2.62"
10171,"2","PROVISIONS PREPARED","1","2.09"
10171,"2","SOFT BEVERAGES","1","1.29"
10172,"0","CUISINE DE FRANCE/I","1","0.79"
10172,"0","FRUIT & VEGETABLES","4","4.60"
10172,"0","MEAT & POULTRY","1","2.59"
10172,"0","PROVISIONS DAIRY","1","2.46"
10172,"0","SOFT BEVERAGES","1","0.77"
10182,"2","PETROL","1","17.02"
10198,"2","FRUIT & VEGETABLES","3","5.77"
10198,"2","GROCERY 2","3","2.76"
10198,"2","GROCERY 3","2","0.90"
10198,"2","PROVISIONS DAIRY","5","4.31"
10201,"0","BAKERY","1","1.09"
10201,"0","CIGARETTES & TOBACC","1","2.18"
10201,"0","FROZEN","1","1.55"
10201,"0","FRUIT & VEGETABLES","1","0.66"
10201,"0","GROCERY 1","4","3.70"
10201,"0","GROCERY 2","3","2.28"
10201,"0","GROCERY 3","2","0.94"
10201,"0","MEAT & POULTRY","1","2.09"
10201,"0","NEWSPAPERS & MAGAZI","1","0.38"
10201,"0","OTHER GROCERY","1","0.45"
10201,"0","PAYPOINT","1","10.00"
10201,"0","PROVISIONS DAIRY","4","2.21"
10201,"0","PROVISIONS PREPARED","1","1.09"
10201,"0","SOFT BEVERAGES","2","0.84"
10231,"1","BAKERY","5","4.52"
10231,"1","DELICATESSEN","3","2.54"
10231,"1","FROZEN","3","4.00"
10231,"1","FRUIT & VEGETABLES","5","3.48"
10231,"1","GROCERY 1","1","1.01"
10231,"1","GROCERY 2","13","9.04"
10231,"1","GROCERY 3","8","7.25"
10231,"1","MEAT & POULTRY","4","8.38"
10231,"1","PROVISIONS DAIRY","5","3.06"
10231,"1","PROVISIONS PREPARED","3","2.39"
10231,"1","SOFT BEVERAGES","4","2.18"
10231,"1","SUSPENSE ACCOUNT","1","1.10"
10237,"2","BAKERY","4","3.29"
10237,"2","BEVERAGES","3","8.50"
10237,"2","CUISINE DE FRANCE/I","1","1.19"
10237,"2","DELICATESSEN","3","4.86"
10237,"2","FRUIT & VEGETABLES","1","4.25"
10237,"2","GROCERY 2","1","0.67"
10237,"2","GROCERY 3","1","3.40"
10237,"2","PROVISIONS DAIRY","5","4.10"
10237,"2","SOFT BEVERAGES","2","1.48"
10238,"0","BAKERY","1","1.08"
10238,"0","CUISINE DE FRANCE/I","1","0.89"
10238,"0","FRUIT & VEGETABLES","1","1.27"
10239,"1","CIGARETTES & TOBACC","6","21.75"
10239,"1","CUISINE DE FRANCE/I","4","2.76"
10239,"1","FROZEN","6","10.36"
10239,"1","FRUIT & VEGETABLES","2","1.84"
10239,"1","GROCERY 3","10","8.74"
10239,"1","PROVISIONS DAIRY","3","5.49"
10239,"1","PROVISIONS PREPARED","3","4.93"
10239,"1","SOFT BEVERAGES","9","8.64"
10247,"1","GROCERY 1","1","1.44"
10247,"1","GROCERY 2","2","2.32"
10247,"1","GROCERY 3","3","1.82"
10247,"1","MEAT & POULTRY","2","3.00"
10247,"1","NEWSPAPERS & MAGAZI","3","2.15"
10247,"1","PROVISIONS DAIRY","1","1.59"
10247,"1","PROVISIONS PREPARED","1","1.19"
10253,"1","BAKERY","3","2.06"
10253,"1","CIGARETTES & TOBACC","3","7.81"
10253,"1","CUISINE DE FRANCE/I","3","1.97"
10253,"1","FROZEN","4","6.18"
10253,"1","FRUIT & VEGETABLES","1","0.95"
10253,"1","GROCERY 1","8","4.12"
10253,"1","GROCERY 2","8","4.97"
10253,"1","GROCERY 3","1","0.28"
10253,"1","MEAT & POULTRY","1","2.20"
10253,"1","NEWSPAPERS & MAGAZI","7","3.67"
10253,"1","PROVISIONS DAIRY","4","4.94"
10253,"1","PROVISIONS PREPARED","2","2.00"
10253,"1","SOFT BEVERAGES","2","1.26"
10261,"3","FRUIT & VEGETABLES","2","2.04"
10261,"3","SEASONAL","1","6.80"
10264,"1","BAKERY","3","2.49"
10264,"1","BEVERAGES","1","1.78"
10264,"1","FROZEN","1","1.79"
10264,"1","GROCERY 1","2","2.93"
10264,"1","GROCERY 3","7","3.66"
10264,"1","PROVISIONS DAIRY","4","3.14"
10264,"1","PROVISIONS PREPARED","1","1.49"
10264,"1","SEASONAL","1","2.55"
10264,"1","SOFT BEVERAGES","7","7.79"
10265,"1","BAKERY","4","3.50"
10265,"1","FROZEN","4","3.78"
10265,"1","FRUIT & VEGETABLES","14","15.54"
10265,"1","GROCERY 1","14","18.34"
10265,"1","GROCERY 2","6","3.82"
10265,"1","GROCERY 3","2","1.14"
10265,"1","MEAT & POULTRY","4","10.06"
10265,"1","PROVISIONS DAIRY","6","3.90"
10265,"1","SOFT BEVERAGES","2","1.10"
10274,"2","CIGARETTES & TOBACC","1","4.42"
10274,"2","GROCERY 3","1","0.63"
10274,"2","NATIONAL LOTTERY","3","16.00"
10274,"2","SOFT BEVERAGES","1","0.47"
10279,"2","BAKERY","1","0.86"
10279,"2","GROCERY 3","8","12.94"
10279,"2","NEWSPAPERS & MAGAZI","1","0.15"
10279,"2","PROVISIONS DAIRY","2","4.04"
10279,"2","SOFT BEVERAGES","8","7.62"
10280,"1","CIGARETTES & TOBACC","1","4.36"
10280,"1","NEWSPAPERS & MAGAZI","1","0.35"
10284,"2","BAKERY","1","1.32"
10284,"2","BEVERAGES","2","5.99"
10284,"2","DELICATESSEN","1","1.59"
10284,"2","FRUIT & VEGETABLES","1","0.92"
10284,"2","GROCERY 3","1","0.76"
10284,"2","NEWSPAPERS & MAGAZI","1","0.80"
10284,"2","PAYPOINT","1","5.00"
10284,"2","PROVISIONS PREPARED","1","0.55"
10284,"2","SOFT BEVERAGES","2","1.34"
10288,"1","BAKERY","4","3.04"
10288,"1","FROZEN","1","2.59"
10288,"1","GROCERY 1","5","7.18"
10288,"1","GROCERY 2","1","0.84"
10288,"1","GROCERY 3","2","1.52"
10288,"1","PROVISIONS DAIRY","1","0.69"
10288,"1","PROVISIONS PREPARED","1","3.29"
10291,"2","FRUIT & VEGETABLES","1","2.55"
10293,"0","BAKERY","8","6.70"
10293,"0","CUISINE DE FRANCE/I","1","0.99"
10293,"0","DELICATESSEN","1","0.90"
10293,"0","FROZEN","1","1.99"
10293,"0","FRUIT & VEGETABLES","1","0.99"
10293,"0","GROCERY 1","1","1.75"
10293,"0","GROCERY 2","4","2.92"
10293,"0","GROCERY 3","11","12.30"
10293,"0","MEAT & POULTRY","1","1.12"
10293,"0","PAYPOINT","3","25.00"
10293,"0","PROVISIONS DAIRY","8","5.63"
10293,"0","PROVISIONS PREPARED","1","0.59"
10293,"0","SOFT BEVERAGES","2","2.33"
10304,"2","FRUIT & VEGETABLES","3","0.93"
10304,"2","MEAT & POULTRY","1","1.59"
10304,"2","PROVISIONS DAIRY","1","0.59"
10312,"1","BAKERY","2","2.14"
10312,"1","CIGARETTES & TOBACC","2","11.48"
10312,"1","CONCESSION BAKERY","3","5.83"
10312,"1","CUISINE DE FRANCE/I","2","2.78"
10312,"1","DELICATESSEN","2","3.60"
10312,"1","FROZEN","14","20.86"
10312,"1","FRUIT & VEGETABLES","16","16.36"
10312,"1","GROCERY 1","4","6.40"
10312,"1","GROCERY 2","5","6.46"
10312,"1","GROCERY 3","7","9.98"
10312,"1","MEAT & POULTRY","1","3.61"
10312,"1","PROVISIONS DAIRY","9","12.69"
10312,"1","PROVISIONS PREPARED","5","6.77"
10312,"1","SEASONAL","1","4.75"
10312,"1","SOFT BEVERAGES","1","1.01"
10318,"1","BEVERAGES","2","16.63"
10318,"1","CONCESSION BAKERY","1","0.99"
10318,"1","DELICATESSEN","4","4.58"
10318,"1","FRUIT & VEGETABLES","1","2.55"
10318,"1","GROCERY 1","1","1.18"
10318,"1","GROCERY 3","2","1.70"
10318,"1","MEAT & POULTRY","2","6.48"
10318,"1","PROVISIONS DAIRY","1","1.19"
10318,"1","PROVISIONS PREPARED","3","6.07"
10318,"1","SEASONAL","2","1.68"
10318,"2","BEVERAGES","2","14.29"
10318,"2","PROVISIONS PREPARED","3","3.08"
10318,"2","SOFT BEVERAGES","2","0.48"
10320,"2","FRUIT & VEGETABLES","4","3.54"
10320,"2","GROCERY 1","1","1.61"
10320,"2","GROCERY 2","1","1.04"
10320,"2","MEAT & POULTRY","1","2.28"
10320,"2","PROVISIONS DAIRY","1","1.99"
10320,"2","PROVISIONS PREPARED","1","0.95"
10320,"2","SOFT BEVERAGES","1","0.93"
10324,"0","BAKERY","3","1.83"
10324,"0","NATIONAL LOTTERY","1","2.00"
10327,"1","BAKERY","3","1.61"
10327,"1","FROZEN","5","4.76"
10327,"1","GROCERY 1","20","23.38"
10327,"1","GROCERY 2","1","1.94"
10327,"1","GROCERY 3","2","1.18"
10327,"1","GROCERY NONFOOD","1","1.27"
10327,"1","HOMEWARES","2","6.37"
10327,"1","NEWSPAPERS & MAGAZI","1","0.35"
10327,"1","PROVISIONS DAIRY","3","5.79"
10327,"1","PROVISIONS PREPARED","1","0.59"
10327,"1","SEASONAL","1","4.25"
10330,"0","BAKERY","2","1.04"
10330,"0","FRUIT & VEGETABLES","1","0.79"
10330,"0","GROCERY 1","15","8.12"
10330,"0","GROCERY 2","1","1.09"
10330,"0","PROVISIONS DAIRY","2","1.77"
10330,"0","PROVISIONS PREPARED","1","1.55"
10337,"0","BAKERY","1","0.99"
10337,"0","DELICATESSEN","2","2.54"
10337,"0","FROZEN","1","1.99"
10337,"0","FRUIT & VEGETABLES","4","4.82"
10337,"0","GROCERY 1","3","2.76"
10337,"0","GROCERY 2","2","1.38"
10337,"0","GROCERY 3","3","1.69"
10337,"0","MEAT & POULTRY","4","11.00"
10337,"0","NEWSPAPERS & MAGAZI","1","0.90"
10337,"0","PROVISIONS DAIRY","6","5.90"
10337,"0","PROVISIONS PREPARED","6","6.96"
10337,"0","SOFT BEVERAGES","2","0.48"
10344,"1","CIGARETTES & TOBACC","2","16.41"
10344,"1","GROCERY 1","4","3.16"
10344,"1","NATIONAL LOTTERY","2","3.00"
10350,"2","BAKERY","2","2.34"
10350,"2","BEVERAGES","1","12.76"
10350,"2","FROZEN","5","5.20"
10350,"2","FRUIT & VEGETABLES","12","14.54"
10350,"2","GROCERY 1","3","3.87"
10350,"2","GROCERY 2","3","3.83"
10350,"2","GROCERY 3","3","4.27"
10350,"2","NATIONAL LOTTERY","1","4.00"
10350,"2","PROVISIONS DAIRY","9","5.65"
10350,"2","PROVISIONS PREPARED","4","7.50"
10350,"2","SEASONAL","1","1.52"
10361,"0","BAKERY","1","0.80"
10361,"0","DELICATESSEN","3","2.00"
10361,"0","GROCERY 3","4","3.26"
10361,"0","NEWSPAPERS & MAGAZI","1","0.15"
10366,"3","BAKERY","1","0.57"
10366,"3","CUISINE DE FRANCE/I","3","2.15"
10366,"3","FRUIT & VEGETABLES","2","1.57"
10366,"3","MEAT & POULTRY","1","1.89"
10366,"3","NATIONAL LOTTERY","1","2.00"
10366,"3","NEWSPAPERS & MAGAZI","2","1.25"
10366,"3","PROVISIONS DAIRY","1","0.71"
10366,"3","SOFT BEVERAGES","1","1.57"
10377,"0","FRUIT & VEGETABLES","1","0.71"
10377,"0","MEAT & POULTRY","1","2.43"
10377,"0","NEWSPAPERS & MAGAZI","1","0.40"
10377,"0","PROVISIONS DAIRY","3","2.27"
10377,"0","PROVISIONS PREPARED","1","1.55"
10386,"1","BAKERY","1","1.99"
10386,"1","FROZEN","2","6.00"
10386,"1","FRUIT & VEGETABLES","4","4.15"
10386,"1","GROCERY 1","4","12.48"
10386,"1","GROCERY 2","22","19.74"
10386,"1","GROCERY 3","17","15.98"
10386,"1","MEAT & POULTRY","1","0.72"
10386,"1","PROVISIONS DAIRY","7","10.97"
10386,"1","PROVISIONS PREPARED","1","0.99"
10386,"1","SEASONAL","1","1.69"
10386,"1","SOFT BEVERAGES","3","3.85"
10387,"1","CIGARETTES & TOBACC","1","7.45"
10387,"2","BAKERY","2","1.98"
10387,"2","BEVERAGES","5","29.22"
10387,"2","CIGARETTES & TOBACC","5","37.97"
10387,"2","FRUIT & VEGETABLES","2","1.78"
10387,"2","GROCERY 1","4","3.58"
10387,"2","GROCERY 2","2","1.47"
10387,"2","GROCERY 3","1","1.69"
10387,"2","MEAT & POULTRY","2","7.08"
10387,"2","NATIONAL LOTTERY","2","2.00"
10387,"2","PROVISIONS DAIRY","2","1.36"
10387,"2","PROVISIONS PREPARED","1","0.99"
10387,"2","SEASONAL","1","1.15"
10387,"2","SOFT BEVERAGES","1","1.44"
10403,"0","BAKERY","1","0.72"
10403,"0","CUISINE DE FRANCE/I","2","0.78"
10403,"0","DELICATESSEN","3","3.89"
10403,"0","FRUIT & VEGETABLES","2","2.96"
10403,"0","GROCERY 1","1","3.65"
10403,"0","MEAT & POULTRY","1","7.28"
10403,"0","PROVISIONS DAIRY","4","3.68"
10406,"2","BEVERAGES","2","11.05"
10406,"2","CIGARETTES & TOBACC","2","11.52"
10406,"2","FROZEN","1","1.69"
10406,"2","PROVISIONS DAIRY","1","0.35"
10406,"2","SOFT BEVERAGES","1","0.50"
10411,"2","BAKERY","2","1.87"
10427,"0","BAKERY","1","1.19"
10427,"0","FROZEN","4","4.49"
10427,"0","FRUIT & VEGETABLES","2","1.45"
10427,"0","NATIONAL LOTTERY","2","3.00"
10427,"0","PROVISIONS DAIRY","3","1.20"
10440,"0","BAKERY","1","1.02"
10440,"0","CONCESSION BAKERY","2","3.96"
10440,"0","FRUIT & VEGETABLES","5","4.34"
10440,"0","MEAT & POULTRY","8","22.08"
10440,"0","PROVISIONS DAIRY","2","0.95"
10466,"1","BAKERY","3","2.36"
10466,"1","FROZEN","1","4.99"
10466,"1","FRUIT & VEGETABLES","1","1.69"
10466,"1","GROCERY 1","1","0.84"
10466,"1","GROCERY 2","8","13.09"
10466,"1","GROCERY 3","3","4.50"
10466,"1","MEAT & POULTRY","3","10.23"
10466,"1","PROVISIONS DAIRY","3","4.68"
10466,"1","SOFT BEVERAGES","3","2.87"
10467,"1","BAKERY","1","1.20"
10467,"1","DELICATESSEN","2","1.52"
10467,"1","FROZEN","2","5.72"
10467,"1","FRUIT & VEGETABLES","1","0.65"
10467,"1","GROCERY 1","13","27.89"
10467,"1","GROCERY 2","4","7.02"
10467,"1","GROCERY 3","3","2.31"
10467,"1","PROVISIONS DAIRY","5","6.80"
10467,"1","PROVISIONS PREPARED","1","1.19"
10472,"2","CIGARETTES & TOBACC","2","2.62"
10478,"2","BEVERAGES","15","42.14"
10478,"2","GROCERY 2","2","1.94"
10478,"2","GROCERY 3","6","3.63"
10478,"2","NEWSPAPERS & MAGAZI","1","0.50"
10478,"2","PROVISIONS DAIRY","1","0.37"
10486,"1","CIGARETTES & TOBACC","3","11.06"
10486,"1","FROZEN","5","8.71"
10486,"1","GROCERY 2","5","4.20"
10486,"1","GROCERY 3","2","2.39"
10486,"1","MEAT & POULTRY","1","2.49"
10486,"1","NEWSPAPERS & MAGAZI","1","0.35"
10486,"1","PROVISIONS DAIRY","2","1.67"
10486,"1","PROVISIONS PREPARED","1","3.99"
10486,"1","SOFT BEVERAGES","2","1.19"
10487,"0","BAKERY","1","1.12"
10487,"0","CUISINE DE FRANCE/I","1","0.59"
10487,"0","FRUIT & VEGETABLES","14","11.80"
10487,"0","GROCERY 1","1","0.88"
10487,"0","GROCERY 2","4","1.83"
10487,"0","GROCERY 3","3","2.20"
10487,"0","MEAT & POULTRY","1","1.99"
10487,"0","PROVISIONS DAIRY","12","7.86"
10487,"0","SOFT BEVERAGES","4","3.88"
10489,"2","CUISINE DE FRANCE/I","1","0.89"
10489,"2","FROZEN","1","0.99"
10489,"2","GROCERY 1","1","2.47"
10489,"2","PROVISIONS PREPARED","2","4.00"
10494,"1","BAKERY","2","1.98"
10494,"1","BEVERAGES","3","9.70"
10494,"1","CUISINE DE FRANCE/I","1","0.89"
10494,"1","GROCERY 1","4","5.36"
10494,"1","GROCERY 2","4","2.58"
10494,"1","GROCERY 3","4","5.20"
10494,"1","GROCERY NONFOOD","1","1.52"
10494,"1","MEAT & POULTRY","1","2.49"
10494,"1","PROVISIONS DAIRY","17","10.55"
10494,"1","PROVISIONS PREPARED","1","1.05"
10494,"1","SEASONAL","1","1.83"
10494,"1","SOFT BEVERAGES","3","2.75"
10502,"2","FRUIT & VEGETABLES","3","2.63"
10502,"2","GROCERY 2","1","1.19"
10504,"1","CIGARETTES & TOBACC","1","7.74"
10504,"1","NATIONAL LOTTERY","1","15.00"
10504,"1","PAYPOINT","1","4.00"
10511,"2","BAKERY","2","1.23"
10511,"2","FROZEN","1","2.05"
10511,"2","FRUIT & VEGETABLES","7","5.60"
10511,"2","GROCERY 1","3","3.17"
10511,"2","GROCERY 2","9","9.15"
10511,"2","GROCERY 3","2","2.02"
10511,"2","MEAT & POULTRY","1","1.99"
10511,"2","NEWSPAPERS & MAGAZI","3","1.95"
10511,"2","PROVISIONS DAIRY","17","15.87"
10511,"2","PROVISIONS PREPARED","4","5.05"
10513,"1","BAKERY","1","1.09"
10513,"1","GROCERY 3","2","1.25"
10513,"1","PROVISIONS DAIRY","3","2.50"
10513,"1","SOFT BEVERAGES","1","1.29"
10516,"1","BAKERY","1","0.99"
10516,"1","FRUIT & VEGETABLES","3","2.67"
10516,"1","MEAT & POULTRY","1","2.89"
10516,"1","PROVISIONS DAIRY","1","1.19"
10533,"1","BAKERY","1","0.69"
10533,"1","BEVERAGES","2","4.24"
10533,"1","FROZEN","5","7.84"
10533,"1","FRUIT & VEGETABLES","13","12.78"
10533,"1","GROCERY 1","1","2.45"
10533,"1","GROCERY 2","7","7.19"
10533,"1","MEAT & POULTRY","4","11.01"
10533,"1","NATIONAL LOTTERY","1","2.00"
10533,"1","PROVISIONS DAIRY","2","4.64"
10533,"1","PROVISIONS PREPARED","4","7.40"
10540,"0","CIGARETTES & TOBACC","2","11.27"
10540,"0","NEWSPAPERS & MAGAZI","1","0.85"
10540,"0","PROVISIONS DAIRY","1","0.37"
10540,"2","BAKERY","2","2.26"
10540,"2","BEVERAGES","1","8.50"
10540,"2","CIGARETTES & TOBACC","2","7.51"
10540,"2","GROCERY 2","1","0.39"
10540,"2","GROCERY 3","1","0.32"
10540,"2","NEWSPAPERS & MAGAZI","3","1.48"
10540,"2","PROVISIONS DAIRY","2","1.03"
10540,"2","PROVISIONS PREPARED","5","5.16"
10541,"1","BAKERY","5","5.37"
10541,"1","DELICATESSEN","3","6.93"
10541,"1","FROZEN","5","6.85"
10541,"1","FRUIT & VEGETABLES","7","6.01"
10541,"1","GROCERY 1","1","0.47"
10541,"1","GROCERY 2","7","6.31"
10541,"1","GROCERY 3","3","2.49"
10541,"1","MEAT & POULTRY","4","8.08"
10541,"1","PROVISIONS DAIRY","3","2.38"
10541,"1","PROVISIONS PREPARED","3","4.19"
10542,"2","BEVERAGES","3","8.50"
10542,"2","FROZEN","3","5.43"
10542,"2","FRUIT & VEGETABLES","2","2.94"
10542,"2","GROCERY 2","2","2.25"
10542,"2","GROCERY 3","1","2.00"
10542,"2","PROVISIONS DAIRY","1","1.00"
10542,"2","PROVISIONS PREPARED","5","9.51"
10554,"1","FRUIT & VEGETABLES","1","4.25"
10558,"0","BAKERY","2","1.48"
10558,"0","BEVERAGES","1","10.20"
10558,"0","FRUIT & VEGETABLES","3","2.55"
10558,"0","PROVISIONS DAIRY","3","3.49"
10564,"2","GROCERY 1","1","2.46"
10564,"2","GROCERY 3","3","2.29"
10564,"2","PROVISIONS DAIRY","2","1.87"
10564,"2","PROVISIONS PREPARED","1","1.59"
10565,"3","BAKERY","1","0.99"
10565,"3","FRUIT & VEGETABLES","8","6.14"
10565,"3","GROCERY 3","1","0.95"
10565,"3","NEWSPAPERS & MAGAZI","2","2.00"
10565,"3","PROVISIONS DAIRY","3","1.53"
10573,"3","BAKERY","14","11.90"
10573,"3","BEVERAGES","5","34.02"
10573,"3","CIGARETTES & TOBACC","2","5.69"
10573,"3","DELICATESSEN","2","5.55"
10573,"3","FROZEN","1","1.55"
10573,"3","FRUIT & VEGETABLES","12","11.10"
10573,"3","GROCERY 1","3","2.47"
10573,"3","GROCERY 2","26","18.26"
10573,"3","GROCERY 3","15","8.61"
10573,"3","MEAT & POULTRY","3","9.03"
10573,"3","NATIONAL LOTTERY","1","1.00"
10573,"3","NEWSPAPERS & MAGAZI","5","5.06"
10573,"3","PAYPOINT","1","10.00"
10573,"3","PROVISIONS DAIRY","2","3.48"
10573,"3","PROVISIONS PREPARED","1","1.49"
10573,"3","SOFT BEVERAGES","22","13.40"
10573,"3","SUSPENSE ACCOUNT","1","1.73"
10581,"1","BAKERY","4","3.12"
10581,"1","BEVERAGES","3","15.30"
10581,"1","CUISINE DE FRANCE/I","4","3.18"
10581,"1","DELICATESSEN","3","6.09"
10581,"1","FRUIT & VEGETABLES","13","14.32"
10581,"1","GROCERY 1","11","17.01"
10581,"1","GROCERY 2","4","5.38"
10581,"1","GROCERY 3","4","1.79"
10581,"1","MEAT & POULTRY","3","8.84"
10581,"1","NEWSPAPERS & MAGAZI","2","2.03"
10581,"1","PROVISIONS DAIRY","5","4.46"
10581,"1","PROVISIONS PREPARED","2","4.00"
10581,"1","SOFT BEVERAGES","3","2.21"
10582,"0","CIGARETTES & TOBACC","1","4.47"
10587,"2","BAKERY","4","4.36"
10587,"2","GROCERY 1","10","13.06"
10587,"2","GROCERY 2","60","33.60"
10587,"2","NEWSPAPERS & MAGAZI","1","0.15"
10589,"2","BAKERY","1","1.04"
10589,"2","FRUIT & VEGETABLES","11","7.45"
10589,"2","GROCERY 2","8","6.24"
10589,"2","GROCERY 3","3","3.71"
10589,"2","MEAT & POULTRY","10","8.49"
10589,"2","PROVISIONS DAIRY","3","3.00"
10589,"2","PROVISIONS PREPARED","1","1.32"
10604,"1","BAKERY","5","2.75"
10604,"1","CUISINE DE FRANCE/I","3","2.63"
10604,"1","DELICATESSEN","3","11.97"
10604,"1","FROZEN","8","9.66"
10604,"1","FRUIT & VEGETABLES","28","26.88"
10604,"1","GROCERY 1","41","16.59"
10604,"1","GROCERY 2","30","25.28"
10604,"1","GROCERY 3","16","14.38"
10604,"1","MEAT & POULTRY","4","10.72"
10604,"1","NEWSPAPERS & MAGAZI","1","0.35"
10604,"1","PROVISIONS DAIRY","16","17.49"
10604,"1","PROVISIONS PREPARED","3","4.13"
10604,"1","SOFT BEVERAGES","22","14.41"
10606,"1","FROZEN","4","5.41"
10606,"1","FRUIT & VEGETABLES","7","6.09"
10606,"1","GROCERY 2","4","4.83"
10606,"1","GROCERY 3","5","8.31"
10606,"1","MEAT & POULTRY","3","13.13"
10606,"1","PROVISIONS DAIRY","3","2.35"
10606,"1","PROVISIONS PREPARED","3","3.79"
10606,"1","SOFT BEVERAGES","1","1.27"
10609,"1","BAKERY","2","1.88"
10609,"1","CIGARETTES & TOBACC","3","10.55"
10609,"1","CUISINE DE FRANCE/I","1","0.99"
10609,"1","FRUIT & VEGETABLES","1","1.91"
10609,"1","GROCERY 1","16","18.25"
10609,"1","GROCERY 2","2","2.44"
10609,"1","GROCERY 3","5","7.07"
10609,"1","MEAT & POULTRY","3","6.99"
10609,"1","NATIONAL LOTTERY","1","1.00"
10609,"1","PAYPOINT","2","30.00"
10609,"1","PROVISIONS DAIRY","4","7.36"
10609,"1","PROVISIONS PREPARED","7","7.49"
10609,"1","SOFT BEVERAGES","6","5.85"
10616,"1","BAKERY","4","2.94"
10616,"1","BEVERAGES","3","8.51"
10616,"1","CUISINE DE FRANCE/I","1","0.99"
10616,"1","FROZEN","11","15.21"
10616,"1","FRUIT & VEGETABLES","29","30.81"
10616,"1","GROCERY 1","22","28.52"
10616,"1","GROCERY 2","20","18.73"
10616,"1","GROCERY 3","24","15.20"
10616,"1","PROVISIONS DAIRY","15","14.22"
10616,"1","PROVISIONS PREPARED","6","5.58"
10616,"1","SOFT BEVERAGES","7","6.34"
10618,"1","BEVERAGES","2","2.84"
10618,"1","FROZEN","2","3.58"
10618,"1","FRUIT & VEGETABLES","1","1.49"
10618,"1","GROCERY 2","1","2.75"
